Point_Index,DFCC_Chainage_Meters,DFCC_Chainage_Formatted,Relative_Distance_Meters,UTM_Zone,UTM_Easting,UTM_Northing,Latitude,Longitude
7846,1154460.00,CH 1154+460,78460.00,43N,673124.145,3359457.816,30.35462985,76.80129895
7847,1154470.00,CH 1154+470,78470.00,43N,673116.020,3359463.646,30.35468360,76.80121541
7848,1154480.00,CH 1154+480,78480.00,43N,673107.894,3359469.475,30.35473734,76.80113187
7849,1154490.00,CH 1154+490,78490.00,43N,673099.769,3359475.305,30.35479109,76.80104833
7850,1154500.00,CH 1154+500,78500.00,43N,673091.644,3359481.135,30.35484483,76.80096479
7851,1154510.00,CH 1154+510,78510.00,43N,673083.519,3359486.964,30.35489858,76.80088125
7852,1154520.00,CH 1154+520,78520.00,43N,673075.394,3359492.794,30.35495232,76.80079770
7853,1154530.00,CH 1154+530,78530.00,43N,673067.269,3359498.623,30.35500607,76.80071416
7854,1154540.00,CH 1154+540,78540.00,43N,673059.144,3359504.453,30.35505981,76.80063062
7855,1154550.00,CH 1154+550,78550.00,43N,673051.019,3359510.282,30.35511356,76.80054708
7856,1154560.00,CH 1154+560,78560.00,43N,673042.894,3359516.112,30.35516730,76.80046354
7857,1154570.00,CH 1154+570,78570.00,43N,673034.769,3359521.941,30.35522104,76.80038000
7858,1154580.00,CH 1154+580,78580.00,43N,673026.644,3359527.771,30.35527479,76.80029646
7859,1154590.00,CH 1154+590,78590.00,43N,673018.519,3359533.600,30.35532853,76.80021292
7860,1154600.00,CH 1154+600,78600.00,43N,673010.394,3359539.430,30.35538228,76.80012938
7861,1154610.00,CH 1154+610,78610.00,43N,673002.269,3359545.259,30.35543602,76.80004584
7862,1154620.00,CH 1154+620,78620.00,43N,672994.144,3359551.089,30.35548977,76.79996230
7863,1154630.00,CH 1154+630,78630.00,43N,672986.019,3359556.918,30.35554351,76.79987875
7864,1154640.00,CH 1154+640,78640.00,43N,672977.894,3359562.748,30.35559725,76.79979521
7865,1154650.00,CH 1154+650,78650.00,43N,672969.768,3359568.577,30.35565100,76.79971167
7866,1154660.00,CH 1154+660,78660.00,43N,672961.643,3359574.407,30.35570474,76.79962813
7867,1154670.00,CH 1154+670,78670.00,43N,672953.518,3359580.236,30.35575849,76.79954459
7868,1154680.00,CH 1154+680,78680.00,43N,672945.393,3359586.066,30.35581223,76.79946105
7869,1154690.00,CH 1154+690,78690.00,43N,672937.268,3359591.896,30.35586597,76.79937750
7870,1154700.00,CH 1154+700,78700.00,43N,672929.143,3359597.725,30.35591972,76.79929396
7871,1154710.00,CH 1154+710,78710.00,43N,672921.018,3359603.555,30.35597346,76.79921042
7872,1154720.00,CH 1154+720,78720.00,43N,672912.893,3359609.384,30.35602721,76.79912688
7873,1154730.00,CH 1154+730,78730.00,43N,672904.768,3359615.214,30.35608095,76.79904333
7874,1154740.00,CH 1154+740,78740.00,43N,672896.643,3359621.043,30.35613469,76.79895979
7875,1154750.00,CH 1154+750,78750.00,43N,672888.518,3359626.873,30.35618844,76.79887625
7876,1154760.00,CH 1154+760,78760.00,43N,672880.393,3359632.702,30.35624218,76.79879271
7877,1154770.00,CH 1154+770,78770.00,43N,672872.268,3359638.532,30.35629592,76.79870916
7878,1154780.00,CH 1154+780,78780.00,43N,672864.143,3359644.361,30.35634967,76.79862562
7879,1154790.00,CH 1154+790,78790.00,43N,672856.018,3359650.191,30.35640341,76.79854208
7880,1154800.00,CH 1154+800,78800.00,43N,672847.893,3359656.020,30.35645715,76.79845854
7881,1154810.00,CH 1154+810,78810.00,43N,672839.768,3359661.850,30.35651090,76.79837499
7882,1154820.00,CH 1154+820,78820.00,43N,672831.642,3359667.679,30.35656464,76.79829145
7883,1154830.00,CH 1154+830,78830.00,43N,672823.517,3359673.509,30.35661838,76.79820791
7884,1154840.00,CH 1154+840,78840.00,43N,672815.392,3359679.338,30.35667213,76.79812436
7885,1154850.00,CH 1154+850,78850.00,43N,672807.267,3359685.168,30.35672587,76.79804082
7886,1154860.00,CH 1154+860,78860.00,43N,672799.142,3359690.998,30.35677961,76.79795728
7887,1154870.00,CH 1154+870,78870.00,43N,672791.017,3359696.827,30.35683335,76.79787373
7888,1154880.00,CH 1154+880,78880.00,43N,672782.892,3359702.657,30.35688710,76.79779019
7889,1154890.00,CH 1154+890,78890.00,43N,672774.767,3359708.486,30.35694084,76.79770664
7890,1154900.00,CH 1154+900,78900.00,43N,672766.642,3359714.316,30.35699458,76.79762310
7891,1154910.00,CH 1154+910,78910.00,43N,672758.517,3359720.145,30.35704833,76.79753956
7892,1154920.00,CH 1154+920,78920.00,43N,672750.365,3359725.937,30.35710173,76.79745573
7893,1154930.00,CH 1154+930,78930.00,43N,672742.146,3359731.633,30.35715428,76.79737118
7894,1154940.00,CH 1154+940,78940.00,43N,672733.927,3359737.329,30.35720684,76.79728664
7895,1154950.00,CH 1154+950,78950.00,43N,672725.708,3359743.025,30.35725939,76.79720209
7896,1154960.00,CH 1154+960,78960.00,43N,672717.489,3359748.721,30.35731194,76.79711755
7897,1154970.00,CH 1154+970,78970.00,43N,672709.269,3359754.417,30.35736449,76.79703300
7898,1154980.00,CH 1154+980,78980.00,43N,672701.050,3359760.114,30.35741705,76.79694846
7899,1154990.00,CH 1154+990,78990.00,43N,672692.831,3359765.810,30.35746960,76.79686391
7900,1155000.00,CH 1155+000,79000.00,43N,672684.612,3359771.506,30.35752215,76.79677937
7901,1155010.00,CH 1155+010,79010.00,43N,672676.393,3359777.202,30.35757470,76.79669482
7902,1155020.00,CH 1155+020,79020.00,43N,672668.174,3359782.898,30.35762726,76.79661028
7903,1155030.00,CH 1155+030,79030.00,43N,672659.955,3359788.594,30.35767981,76.79652573
7904,1155040.00,CH 1155+040,79040.00,43N,672651.735,3359794.290,30.35773236,76.79644119
7905,1155050.00,CH 1155+050,79050.00,43N,672643.516,3359799.986,30.35778491,76.79635664
7906,1155060.00,CH 1155+060,79060.00,43N,672635.297,3359805.682,30.35783747,76.79627209
7907,1155070.00,CH 1155+070,79070.00,43N,672627.078,3359811.379,30.35789002,76.79618755
7908,1155080.00,CH 1155+080,79080.00,43N,672618.859,3359817.075,30.35794257,76.79610300
7909,1155090.00,CH 1155+090,79090.00,43N,672610.640,3359822.771,30.35799512,76.79601846
7910,1155100.00,CH 1155+100,79100.00,43N,672602.421,3359828.467,30.35804767,76.79593391
7911,1155110.00,CH 1155+110,79110.00,43N,672594.201,3359834.163,30.35810022,76.79584936
7912,1155120.00,CH 1155+120,79120.00,43N,672585.982,3359839.859,30.35815278,76.79576482
7913,1155130.00,CH 1155+130,79130.00,43N,672577.763,3359845.555,30.35820533,76.79568027
7914,1155140.00,CH 1155+140,79140.00,43N,672569.544,3359851.251,30.35825788,76.79559572
7915,1155150.00,CH 1155+150,79150.00,43N,672561.325,3359856.947,30.35831043,76.79551118
7916,1155160.00,CH 1155+160,79160.00,43N,672553.106,3359862.644,30.35836298,76.79542663
7917,1155170.00,CH 1155+170,79170.00,43N,672544.887,3359868.340,30.35841553,76.79534208
7918,1155180.00,CH 1155+180,79180.00,43N,672536.667,3359874.036,30.35846809,76.79525754
7919,1155190.00,CH 1155+190,79190.00,43N,672528.448,3359879.732,30.35852064,76.79517299
7920,1155200.00,CH 1155+200,79200.00,43N,672520.229,3359885.428,30.35857319,76.79508844
7921,1155210.00,CH 1155+210,79210.00,43N,672512.010,3359891.124,30.35862574,76.79500389
7922,1155220.00,CH 1155+220,79220.00,43N,672503.791,3359896.820,30.35867829,76.79491935
7923,1155230.00,CH 1155+230,79230.00,43N,672495.572,3359902.516,30.35873084,76.79483480
7924,1155240.00,CH 1155+240,79240.00,43N,672487.353,3359908.212,30.35878339,76.79475025
7925,1155250.00,CH 1155+250,79250.00,43N,672479.133,3359913.908,30.35883594,76.79466570
7926,1155260.00,CH 1155+260,79260.00,43N,672470.914,3359919.605,30.35888850,76.79458116
7927,1155270.00,CH 1155+270,79270.00,43N,672462.695,3359925.301,30.35894105,76.79449661
7928,1155280.00,CH 1155+280,79280.00,43N,672454.476,3359930.997,30.35899360,76.79441206
7929,1155290.00,CH 1155+290,79290.00,43N,672446.257,3359936.693,30.35904615,76.79432751
7930,1155300.00,CH 1155+300,79300.00,43N,672438.038,3359942.389,30.35909870,76.79424296
7931,1155310.00,CH 1155+310,79310.00,43N,672429.819,3359948.085,30.35915125,76.79415842
7932,1155320.00,CH 1155+320,79320.00,43N,672421.599,3359953.781,30.35920380,76.79407387
7933,1155330.00,CH 1155+330,79330.00,43N,672413.380,3359959.477,30.35925635,76.79398932
7934,1155340.00,CH 1155+340,79340.00,43N,672405.161,3359965.173,30.35930890,76.79390477
7935,1155350.00,CH 1155+350,79350.00,43N,672396.942,3359970.870,30.35936145,76.79382022
7936,1155360.00,CH 1155+360,79360.00,43N,672388.723,3359976.566,30.35941400,76.79373567
7937,1155370.00,CH 1155+370,79370.00,43N,672380.504,3359982.262,30.35946655,76.79365112
7938,1155380.00,CH 1155+380,79380.00,43N,672372.285,3359987.958,30.35951910,76.79356658
7939,1155390.00,CH 1155+390,79390.00,43N,672364.065,3359993.654,30.35957165,76.79348203
7940,1155400.00,CH 1155+400,79400.00,43N,672355.846,3359999.350,30.35962420,76.79339748
7941,1155410.00,CH 1155+410,79410.00,43N,672347.627,3360005.046,30.35967675,76.79331293
7942,1155420.00,CH 1155+420,79420.00,43N,672339.408,3360010.742,30.35972930,76.79322838
7943,1155430.00,CH 1155+430,79430.00,43N,672331.189,3360016.438,30.35978185,76.79314383
7944,1155440.00,CH 1155+440,79440.00,43N,672322.970,3360022.135,30.35983441,76.79305928
7945,1155450.00,CH 1155+450,79450.00,43N,672314.751,3360027.831,30.35988696,76.79297473
7946,1155460.00,CH 1155+460,79460.00,43N,672306.531,3360033.527,30.35993951,76.79289018
7947,1155470.00,CH 1155+470,79470.00,43N,672298.312,3360039.223,30.35999206,76.79280563
7948,1155480.00,CH 1155+480,79480.00,43N,672290.093,3360044.919,30.36004460,76.79272108
7949,1155490.00,CH 1155+490,79490.00,43N,672281.874,3360050.615,30.36009715,76.79263653
7950,1155500.00,CH 1155+500,79500.00,43N,672273.655,3360056.311,30.36014970,76.79255198
7951,1155510.00,CH 1155+510,79510.00,43N,672265.436,3360062.007,30.36020225,76.79246743
7952,1155520.00,CH 1155+520,79520.00,43N,672257.217,3360067.703,30.36025480,76.79238288
7953,1155530.00,CH 1155+530,79530.00,43N,672248.997,3360073.400,30.36030735,76.79229833
7954,1155540.00,CH 1155+540,79540.00,43N,672240.778,3360079.096,30.36035990,76.79221378
7955,1155550.00,CH 1155+550,79550.00,43N,672232.559,3360084.792,30.36041245,76.79212923
7956,1155560.00,CH 1155+560,79560.00,43N,672224.340,3360090.488,30.36046500,76.79204468
7957,1155570.00,CH 1155+570,79570.00,43N,672216.121,3360096.184,30.36051755,76.79196013
7958,1155580.00,CH 1155+580,79580.00,43N,672207.902,3360101.880,30.36057010,76.79187558
7959,1155590.00,CH 1155+590,79590.00,43N,672199.682,3360107.576,30.36062265,76.79179103
7960,1155600.00,CH 1155+600,79600.00,43N,672191.463,3360113.272,30.36067520,76.79170648
7961,1155610.00,CH 1155+610,79610.00,43N,672183.244,3360118.968,30.36072775,76.79162193
7962,1155620.00,CH 1155+620,79620.00,43N,672175.025,3360124.665,30.36078030,76.79153737
7963,1155630.00,CH 1155+630,79630.00,43N,672166.806,3360130.361,30.36083285,76.79145282
7964,1155640.00,CH 1155+640,79640.00,43N,672158.587,3360136.057,30.36088540,76.79136827
7965,1155650.00,CH 1155+650,79650.00,43N,672150.368,3360141.753,30.36093795,76.79128372
7966,1155660.00,CH 1155+660,79660.00,43N,672142.148,3360147.449,30.36099049,76.79119917
7967,1155670.00,CH 1155+670,79670.00,43N,672133.929,3360153.145,30.36104304,76.79111462
7968,1155680.00,CH 1155+680,79680.00,43N,672125.710,3360158.841,30.36109559,76.79103007
7969,1155690.00,CH 1155+690,79690.00,43N,672117.491,3360164.537,30.36114814,76.79094551
7970,1155700.00,CH 1155+700,79700.00,43N,672109.272,3360170.233,30.36120069,76.79086096
7971,1155710.00,CH 1155+710,79710.00,43N,672101.053,3360175.930,30.36125324,76.79077641
7972,1155720.00,CH 1155+720,79720.00,43N,672092.834,3360181.626,30.36130579,76.79069186
7973,1155730.00,CH 1155+730,79730.00,43N,672084.614,3360187.322,30.36135834,76.79060731
7974,1155740.00,CH 1155+740,79740.00,43N,672076.395,3360193.018,30.36141088,76.79052275
7975,1155750.00,CH 1155+750,79750.00,43N,672068.176,3360198.714,30.36146343,76.79043820
7976,1155760.00,CH 1155+760,79760.00,43N,672059.957,3360204.410,30.36151598,76.79035365
7977,1155770.00,CH 1155+770,79770.00,43N,672051.738,3360210.106,30.36156853,76.79026910
7978,1155780.00,CH 1155+780,79780.00,43N,672043.519,3360215.802,30.36162108,76.79018454
7979,1155790.00,CH 1155+790,79790.00,43N,672035.300,3360221.498,30.36167363,76.79009999
7980,1155800.00,CH 1155+800,79800.00,43N,672027.080,3360227.195,30.36172617,76.79001544
7981,1155810.00,CH 1155+810,79810.00,43N,672018.861,3360232.891,30.36177872,76.78993089
7982,1155820.00,CH 1155+820,79820.00,43N,672010.642,3360238.587,30.36183127,76.78984633
7983,1155830.00,CH 1155+830,79830.00,43N,672002.423,3360244.283,30.36188382,76.78976178
7984,1155840.00,CH 1155+840,79840.00,43N,671994.204,3360249.979,30.36193637,76.78967723
7985,1155850.00,CH 1155+850,79850.00,43N,671985.985,3360255.675,30.36198891,76.78959267
7986,1155860.00,CH 1155+860,79860.00,43N,671977.766,3360261.371,30.36204146,76.78950812
7987,1155870.00,CH 1155+870,79870.00,43N,671969.546,3360267.067,30.36209401,76.78942357
7988,1155880.00,CH 1155+880,79880.00,43N,671961.327,3360272.763,30.36214656,76.78933901
7989,1155890.00,CH 1155+890,79890.00,43N,671953.108,3360278.459,30.36219911,76.78925446
7990,1155900.00,CH 1155+900,79900.00,43N,671944.889,3360284.156,30.36225165,76.78916991
7991,1155910.00,CH 1155+910,79910.00,43N,671936.670,3360289.852,30.36230420,76.78908535
7992,1155920.00,CH 1155+920,79920.00,43N,671928.461,3360295.563,30.36235688,76.78900091
7993,1155930.00,CH 1155+930,79930.00,43N,671920.278,3360301.311,30.36240989,76.78891674
7994,1155940.00,CH 1155+940,79940.00,43N,671912.095,3360307.059,30.36246290,76.78883257
7995,1155950.00,CH 1155+950,79950.00,43N,671903.912,3360312.807,30.36251592,76.78874840
7996,1155960.00,CH 1155+960,79960.00,43N,671895.730,3360318.555,30.36256893,76.78866423
7997,1155970.00,CH 1155+970,79970.00,43N,671887.547,3360324.303,30.36262194,76.78858007
7998,1155980.00,CH 1155+980,79980.00,43N,671879.364,3360330.051,30.36267495,76.78849590
7999,1155990.00,CH 1155+990,79990.00,43N,671871.181,3360335.799,30.36272796,76.78841173
8000,1156000.00,CH 1156+000,80000.00,43N,671862.998,3360341.547,30.36278097,76.78832756
8001,1156010.00,CH 1156+010,80010.00,43N,671854.815,3360347.295,30.36283398,76.78824339
8002,1156020.00,CH 1156+020,80020.00,43N,671846.632,3360353.043,30.36288699,76.78815922
8003,1156030.00,CH 1156+030,80030.00,43N,671838.449,3360358.791,30.36294000,76.78807505
8004,1156040.00,CH 1156+040,80040.00,43N,671830.266,3360364.539,30.36299301,76.78799088
8005,1156050.00,CH 1156+050,80050.00,43N,671822.083,3360370.287,30.36304602,76.78790671
8006,1156060.00,CH 1156+060,80060.00,43N,671813.900,3360376.035,30.36309903,76.78782254
8007,1156070.00,CH 1156+070,80070.00,43N,671805.717,3360381.783,30.36315204,76.78773837
8008,1156080.00,CH 1156+080,80080.00,43N,671797.534,3360387.531,30.36320504,76.78765420
8009,1156090.00,CH 1156+090,80090.00,43N,671789.351,3360393.279,30.36325805,76.78757003
8010,1156100.00,CH 1156+100,80100.00,43N,671781.168,3360399.027,30.36331106,76.78748586
8011,1156110.00,CH 1156+110,80110.00,43N,671772.985,3360404.775,30.36336407,76.78740169
8012,1156120.00,CH 1156+120,80120.00,43N,671764.802,3360410.523,30.36341708,76.78731752
8013,1156130.00,CH 1156+130,80130.00,43N,671756.619,3360416.271,30.36347009,76.78723334
8014,1156140.00,CH 1156+140,80140.00,43N,671748.437,3360422.019,30.36352310,76.78714917
8015,1156150.00,CH 1156+150,80150.00,43N,671740.254,3360427.767,30.36357611,76.78706500
8016,1156160.00,CH 1156+160,80160.00,43N,671732.071,3360433.515,30.36362912,76.78698083
8017,1156170.00,CH 1156+170,80170.00,43N,671723.888,3360439.263,30.36368213,76.78689666
8018,1156180.00,CH 1156+180,80180.00,43N,671715.705,3360445.011,30.36373514,76.78681249
8019,1156190.00,CH 1156+190,80190.00,43N,671707.522,3360450.759,30.36378815,76.78672832
8020,1156200.00,CH 1156+200,80200.00,43N,671699.339,3360456.507,30.36384116,76.78664415
8021,1156210.00,CH 1156+210,80210.00,43N,671691.156,3360462.255,30.36389416,76.78655997
8022,1156220.00,CH 1156+220,80220.00,43N,671682.973,3360468.003,30.36394717,76.78647580
8023,1156230.00,CH 1156+230,80230.00,43N,671674.790,3360473.751,30.36400018,76.78639163
8024,1156240.00,CH 1156+240,80240.00,43N,671666.607,3360479.499,30.36405319,76.78630746
8025,1156250.00,CH 1156+250,80250.00,43N,671658.424,3360485.247,30.36410620,76.78622329
8026,1156260.00,CH 1156+260,80260.00,43N,671650.241,3360490.995,30.36415921,76.78613912
8027,1156270.00,CH 1156+270,80270.00,43N,671642.058,3360496.743,30.36421222,76.78605494
8028,1156280.00,CH 1156+280,80280.00,43N,671633.875,3360502.491,30.36426523,76.78597077
8029,1156290.00,CH 1156+290,80290.00,43N,671625.692,3360508.239,30.36431823,76.78588660
8030,1156300.00,CH 1156+300,80300.00,43N,671617.509,3360513.987,30.36437124,76.78580243
8031,1156310.00,CH 1156+310,80310.00,43N,671609.326,3360519.735,30.36442425,76.78571825
8032,1156320.00,CH 1156+320,80320.00,43N,671601.143,3360525.483,30.36447726,76.78563408
8033,1156330.00,CH 1156+330,80330.00,43N,671592.960,3360531.231,30.36453027,76.78554991
8034,1156340.00,CH 1156+340,80340.00,43N,671584.778,3360536.979,30.36458328,76.78546574
8035,1156350.00,CH 1156+350,80350.00,43N,671576.595,3360542.727,30.36463628,76.78538156
8036,1156360.00,CH 1156+360,80360.00,43N,671568.412,3360548.474,30.36468929,76.78529739
8037,1156370.00,CH 1156+370,80370.00,43N,671560.229,3360554.222,30.36474230,76.78521322
8038,1156380.00,CH 1156+380,80380.00,43N,671552.046,3360559.970,30.36479531,76.78512904
8039,1156390.00,CH 1156+390,80390.00,43N,671543.863,3360565.718,30.36484832,76.78504487
8040,1156400.00,CH 1156+400,80400.00,43N,671535.680,3360571.466,30.36490132,76.78496070
8041,1156410.00,CH 1156+410,80410.00,43N,671527.497,3360577.214,30.36495433,76.78487652
8042,1156420.00,CH 1156+420,80420.00,43N,671519.314,3360582.962,30.36500734,76.78479235
8043,1156430.00,CH 1156+430,80430.00,43N,671511.131,3360588.710,30.36506035,76.78470818
8044,1156440.00,CH 1156+440,80440.00,43N,671502.948,3360594.458,30.36511336,76.78462400
8045,1156450.00,CH 1156+450,80450.00,43N,671494.765,3360600.206,30.36516636,76.78453983
8046,1156460.00,CH 1156+460,80460.00,43N,671486.582,3360605.954,30.36521937,76.78445566
8047,1156470.00,CH 1156+470,80470.00,43N,671478.399,3360611.702,30.36527238,76.78437148
8048,1156480.00,CH 1156+480,80480.00,43N,671470.216,3360617.450,30.36532539,76.78428731
8049,1156490.00,CH 1156+490,80490.00,43N,671462.033,3360623.198,30.36537839,76.78420313
8050,1156500.00,CH 1156+500,80500.00,43N,671453.850,3360628.946,30.36543140,76.78411896
8051,1156510.00,CH 1156+510,80510.00,43N,671445.667,3360634.694,30.36548441,76.78403479
8052,1156520.00,CH 1156+520,80520.00,43N,671437.484,3360640.442,30.36553742,76.78395061
8053,1156530.00,CH 1156+530,80530.00,43N,671429.301,3360646.190,30.36559042,76.78386644
8054,1156540.00,CH 1156+540,80540.00,43N,671421.119,3360651.938,30.36564343,76.78378226
8055,1156550.00,CH 1156+550,80550.00,43N,671412.936,3360657.686,30.36569644,76.78369809
8056,1156560.00,CH 1156+560,80560.00,43N,671404.753,3360663.434,30.36574944,76.78361391
8057,1156570.00,CH 1156+570,80570.00,43N,671396.570,3360669.182,30.36580245,76.78352974
8058,1156580.00,CH 1156+580,80580.00,43N,671388.387,3360674.930,30.36585546,76.78344556
8059,1156590.00,CH 1156+590,80590.00,43N,671380.204,3360680.678,30.36590847,76.78336139
8060,1156600.00,CH 1156+600,80600.00,43N,671372.021,3360686.426,30.36596147,76.78327721
8061,1156610.00,CH 1156+610,80610.00,43N,671363.838,3360692.174,30.36601448,76.78319304
8062,1156620.00,CH 1156+620,80620.00,43N,671355.655,3360697.922,30.36606749,76.78310886
8063,1156630.00,CH 1156+630,80630.00,43N,671347.472,3360703.670,30.36612049,76.78302469
8064,1156640.00,CH 1156+640,80640.00,43N,671339.289,3360709.418,30.36617350,76.78294051
8065,1156650.00,CH 1156+650,80650.00,43N,671331.106,3360715.166,30.36622651,76.78285634
8066,1156660.00,CH 1156+660,80660.00,43N,671322.923,3360720.914,30.36627951,76.78277216
8067,1156670.00,CH 1156+670,80670.00,43N,671314.740,3360726.662,30.36633252,76.78268798
8068,1156680.00,CH 1156+680,80680.00,43N,671306.557,3360732.410,30.36638553,76.78260381
8069,1156690.00,CH 1156+690,80690.00,43N,671298.374,3360738.158,30.36643853,76.78251963
8070,1156700.00,CH 1156+700,80700.00,43N,671290.191,3360743.906,30.36649154,76.78243546
8071,1156710.00,CH 1156+710,80710.00,43N,671282.008,3360749.654,30.36654454,76.78235128
8072,1156720.00,CH 1156+720,80720.00,43N,671273.825,3360755.402,30.36659755,76.78226710
8073,1156730.00,CH 1156+730,80730.00,43N,671265.643,3360761.150,30.36665056,76.78218293
8074,1156740.00,CH 1156+740,80740.00,43N,671257.460,3360766.898,30.36670356,76.78209875
8075,1156750.00,CH 1156+750,80750.00,43N,671249.277,3360772.646,30.36675657,76.78201458
8076,1156760.00,CH 1156+760,80760.00,43N,671241.094,3360778.394,30.36680958,76.78193040
8077,1156770.00,CH 1156+770,80770.00,43N,671232.911,3360784.142,30.36686258,76.78184622
8078,1156780.00,CH 1156+780,80780.00,43N,671224.728,3360789.890,30.36691559,76.78176205
8079,1156790.00,CH 1156+790,80790.00,43N,671216.545,3360795.638,30.36696859,76.78167787
8080,1156800.00,CH 1156+800,80800.00,43N,671208.362,3360801.386,30.36702160,76.78159369
8081,1156810.00,CH 1156+810,80810.00,43N,671200.179,3360807.134,30.36707461,76.78150951
8082,1156820.00,CH 1156+820,80820.00,43N,671191.996,3360812.882,30.36712761,76.78142534
8083,1156830.00,CH 1156+830,80830.00,43N,671183.813,3360818.630,30.36718062,76.78134116
8084,1156840.00,CH 1156+840,80840.00,43N,671175.630,3360824.378,30.36723362,76.78125698
8085,1156850.00,CH 1156+850,80850.00,43N,671167.447,3360830.126,30.36728663,76.78117281
8086,1156860.00,CH 1156+860,80860.00,43N,671159.264,3360835.874,30.36733963,76.78108863
8087,1156870.00,CH 1156+870,80870.00,43N,671151.081,3360841.622,30.36739264,76.78100445
8088,1156880.00,CH 1156+880,80880.00,43N,671142.898,3360847.370,30.36744565,76.78092027
8089,1156890.00,CH 1156+890,80890.00,43N,671134.715,3360853.118,30.36749865,76.78083609
8090,1156900.00,CH 1156+900,80900.00,43N,671126.532,3360858.866,30.36755166,76.78075192
8091,1156910.00,CH 1156+910,80910.00,43N,671118.349,3360864.614,30.36760466,76.78066774
8092,1156920.00,CH 1156+920,80920.00,43N,671110.167,3360870.362,30.36765767,76.78058356
8093,1156930.00,CH 1156+930,80930.00,43N,671101.984,3360876.110,30.36771067,76.78049938
8094,1156940.00,CH 1156+940,80940.00,43N,671093.801,3360881.858,30.36776368,76.78041520
8095,1156950.00,CH 1156+950,80950.00,43N,671085.618,3360887.606,30.36781668,76.78033103
8096,1156960.00,CH 1156+960,80960.00,43N,671077.435,3360893.354,30.36786969,76.78024685
8097,1156970.00,CH 1156+970,80970.00,43N,671069.252,3360899.102,30.36792269,76.78016267
8098,1156980.00,CH 1156+980,80980.00,43N,671061.069,3360904.850,30.36797570,76.78007849
8099,1156990.00,CH 1156+990,80990.00,43N,671052.886,3360910.598,30.36802870,76.77999431
8100,1157000.00,CH 1157+000,81000.00,43N,671044.703,3360916.346,30.36808171,76.77991013
8101,1157010.00,CH 1157+010,81010.00,43N,671036.520,3360922.094,30.36813471,76.77982595
8102,1157020.00,CH 1157+020,81020.00,43N,671028.337,3360927.842,30.36818772,76.77974177
8103,1157030.00,CH 1157+030,81030.00,43N,671020.154,3360933.590,30.36824072,76.77965760
8104,1157040.00,CH 1157+040,81040.00,43N,671011.971,3360939.338,30.36829373,76.77957342
8105,1157050.00,CH 1157+050,81050.00,43N,671003.788,3360945.086,30.36834673,76.77948924
8106,1157060.00,CH 1157+060,81060.00,43N,670995.605,3360950.833,30.36839973,76.77940506
8107,1157070.00,CH 1157+070,81070.00,43N,670987.422,3360956.581,30.36845274,76.77932088
8108,1157080.00,CH 1157+080,81080.00,43N,670979.239,3360962.329,30.36850574,76.77923670
8109,1157090.00,CH 1157+090,81090.00,43N,670971.056,3360968.077,30.36855875,76.77915252
8110,1157100.00,CH 1157+100,81100.00,43N,670962.873,3360973.825,30.36861175,76.77906834
8111,1157110.00,CH 1157+110,81110.00,43N,670954.690,3360979.573,30.36866476,76.77898416
8112,1157120.00,CH 1157+120,81120.00,43N,670946.507,3360985.321,30.36871776,76.77889998
8113,1157130.00,CH 1157+130,81130.00,43N,670938.324,3360991.069,30.36877076,76.77881580
8114,1157140.00,CH 1157+140,81140.00,43N,670930.142,3360996.817,30.36882377,76.77873162
8115,1157150.00,CH 1157+150,81150.00,43N,670921.959,3361002.565,30.36887677,76.77864744
8116,1157160.00,CH 1157+160,81160.00,43N,670913.776,3361008.313,30.36892978,76.77856326
8117,1157170.00,CH 1157+170,81170.00,43N,670905.593,3361014.061,30.36898278,76.77847908
8118,1157180.00,CH 1157+180,81180.00,43N,670897.410,3361019.809,30.36903578,76.77839490
8119,1157190.00,CH 1157+190,81190.00,43N,670889.227,3361025.557,30.36908879,76.77831072
8120,1157200.00,CH 1157+200,81200.00,43N,670881.044,3361031.305,30.36914179,76.77822654
8121,1157210.00,CH 1157+210,81210.00,43N,670872.861,3361037.053,30.36919480,76.77814236
8122,1157220.00,CH 1157+220,81220.00,43N,670864.677,3361042.800,30.36924779,76.77805816
8123,1157230.00,CH 1157+230,81230.00,43N,670856.481,3361048.529,30.36930062,76.77797384
8124,1157240.00,CH 1157+240,81240.00,43N,670848.285,3361054.258,30.36935346,76.77788952
8125,1157250.00,CH 1157+250,81250.00,43N,670840.089,3361059.987,30.36940630,76.77780520
8126,1157260.00,CH 1157+260,81260.00,43N,670831.893,3361065.717,30.36945913,76.77772088
8127,1157270.00,CH 1157+270,81270.00,43N,670823.697,3361071.446,30.36951197,76.77763656
8128,1157280.00,CH 1157+280,81280.00,43N,670815.500,3361077.175,30.36956481,76.77755224
8129,1157290.00,CH 1157+290,81290.00,43N,670807.304,3361082.905,30.36961764,76.77746792
8130,1157300.00,CH 1157+300,81300.00,43N,670799.108,3361088.634,30.36967048,76.77738360
8131,1157310.00,CH 1157+310,81310.00,43N,670790.912,3361094.363,30.36972332,76.77729928
8132,1157320.00,CH 1157+320,81320.00,43N,670782.716,3361100.092,30.36977615,76.77721496
8133,1157330.00,CH 1157+330,81330.00,43N,670774.520,3361105.822,30.36982899,76.77713063
8134,1157340.00,CH 1157+340,81340.00,43N,670766.324,3361111.551,30.36988183,76.77704631
