Point_Index,DFCC_Chainage_Meters,DFCC_Chainage_Formatted,Relative_Distance_Meters,UTM_Zone,UTM_Easting,UTM_Northing,Latitude,Longitude
8135,1157350.00,CH 1157+350,81350.00,43N,670758.128,3361117.280,30.36993466,76.77696199
8136,1157360.00,CH 1157+360,81360.00,43N,670749.932,3361123.010,30.36998750,76.77687767
8137,1157370.00,CH 1157+370,81370.00,43N,670741.736,3361128.739,30.37004033,76.77679335
8138,1157380.00,CH 1157+380,81380.00,43N,670733.540,3361134.468,30.37009317,76.77670903
8139,1157390.00,CH 1157+390,81390.00,43N,670725.344,3361140.197,30.37014601,76.77662471
8140,1157400.00,CH 1157+400,81400.00,43N,670717.148,3361145.927,30.37019884,76.77654038
8141,1157410.00,CH 1157+410,81410.00,43N,670708.952,3361151.656,30.37025168,76.77645606
8142,1157420.00,CH 1157+420,81420.00,43N,670700.756,3361157.385,30.37030451,76.77637174
8143,1157430.00,CH 1157+430,81430.00,43N,670692.560,3361163.115,30.37035735,76.77628742
8144,1157440.00,CH 1157+440,81440.00,43N,670684.364,3361168.844,30.37041019,76.77620309
8145,1157450.00,CH 1157+450,81450.00,43N,670676.168,3361174.573,30.37046302,76.77611877
8146,1157460.00,CH 1157+460,81460.00,43N,670667.972,3361180.302,30.37051586,76.77603445
8147,1157470.00,CH 1157+470,81470.00,43N,670659.776,3361186.032,30.37056869,76.77595013
8148,1157480.00,CH 1157+480,81480.00,43N,670651.579,3361191.761,30.37062153,76.77586581
8149,1157490.00,CH 1157+490,81490.00,43N,670643.383,3361197.490,30.37067436,76.77578148
8150,1157500.00,CH 1157+500,81500.00,43N,670635.187,3361203.220,30.37072720,76.77569716
8151,1157510.00,CH 1157+510,81510.00,43N,670626.991,3361208.949,30.37078004,76.77561284
8152,1157520.00,CH 1157+520,81520.00,43N,670618.795,3361214.678,30.37083287,76.77552851
8153,1157530.00,CH 1157+530,81530.00,43N,670610.599,3361220.408,30.37088571,76.77544419
8154,1157540.00,CH 1157+540,81540.00,43N,670602.403,3361226.137,30.37093854,76.77535987
8155,1157550.00,CH 1157+550,81550.00,43N,670594.207,3361231.866,30.37099138,76.77527554
8156,1157560.00,CH 1157+560,81560.00,43N,670586.011,3361237.595,30.37104421,76.77519122
8157,1157570.00,CH 1157+570,81570.00,43N,670577.815,3361243.325,30.37109705,76.77510690
8158,1157580.00,CH 1157+580,81580.00,43N,670569.619,3361249.054,30.37114988,76.77502257
8159,1157590.00,CH 1157+590,81590.00,43N,670561.423,3361254.783,30.37120272,76.77493825
8160,1157600.00,CH 1157+600,81600.00,43N,670553.227,3361260.513,30.37125555,76.77485393
8161,1157610.00,CH 1157+610,81610.00,43N,670545.031,3361266.242,30.37130839,76.77476960
8162,1157620.00,CH 1157+620,81620.00,43N,670536.835,3361271.971,30.37136122,76.77468528
8163,1157630.00,CH 1157+630,81630.00,43N,670528.639,3361277.700,30.37141406,76.77460096
8164,1157640.00,CH 1157+640,81640.00,43N,670520.443,3361283.430,30.37146689,76.77451663
8165,1157650.00,CH 1157+650,81650.00,43N,670512.247,3361289.159,30.37151973,76.77443231
8166,1157660.00,CH 1157+660,81660.00,43N,670504.051,3361294.888,30.37157256,76.77434798
8167,1157670.00,CH 1157+670,81670.00,43N,670495.854,3361300.618,30.37162540,76.77426366
8168,1157680.00,CH 1157+680,81680.00,43N,670487.658,3361306.347,30.37167823,76.77417933
8169,1157690.00,CH 1157+690,81690.00,43N,670479.462,3361312.076,30.37173106,76.77409501
8170,1157700.00,CH 1157+700,81700.00,43N,670471.266,3361317.805,30.37178390,76.77401069
8171,1157710.00,CH 1157+710,81710.00,43N,670463.070,3361323.535,30.37183673,76.77392636
8172,1157720.00,CH 1157+720,81720.00,43N,670454.874,3361329.264,30.37188957,76.77384204
8173,1157730.00,CH 1157+730,81730.00,43N,670446.678,3361334.993,30.37194240,76.77375771
8174,1157740.00,CH 1157+740,81740.00,43N,670438.482,3361340.723,30.37199524,76.77367339
8175,1157750.00,CH 1157+750,81750.00,43N,670430.286,3361346.452,30.37204807,76.77358906
8176,1157760.00,CH 1157+760,81760.00,43N,670422.090,3361352.181,30.37210091,76.77350474
8177,1157770.00,CH 1157+770,81770.00,43N,670413.894,3361357.910,30.37215374,76.77342041
8178,1157780.00,CH 1157+780,81780.00,43N,670405.698,3361363.640,30.37220657,76.77333608
8179,1157790.00,CH 1157+790,81790.00,43N,670397.502,3361369.369,30.37225941,76.77325176
8180,1157800.00,CH 1157+800,81800.00,43N,670389.306,3361375.098,30.37231224,76.77316743
8181,1157810.00,CH 1157+810,81810.00,43N,670381.110,3361380.828,30.37236508,76.77308311
8182,1157820.00,CH 1157+820,81820.00,43N,670372.914,3361386.557,30.37241791,76.77299878
8183,1157830.00,CH 1157+830,81830.00,43N,670364.718,3361392.286,30.37247074,76.77291446
8184,1157840.00,CH 1157+840,81840.00,43N,670356.522,3361398.015,30.37252358,76.77283013
8185,1157850.00,CH 1157+850,81850.00,43N,670348.326,3361403.745,30.37257641,76.77274580
8186,1157860.00,CH 1157+860,81860.00,43N,670340.130,3361409.474,30.37262924,76.77266148
8187,1157870.00,CH 1157+870,81870.00,43N,670331.933,3361415.203,30.37268208,76.77257715
8188,1157880.00,CH 1157+880,81880.00,43N,670323.737,3361420.933,30.37273491,76.77249283
8189,1157890.00,CH 1157+890,81890.00,43N,670315.541,3361426.662,30.37278775,76.77240850
8190,1157900.00,CH 1157+900,81900.00,43N,670307.345,3361432.391,30.37284058,76.77232417
8191,1157910.00,CH 1157+910,81910.00,43N,670299.149,3361438.120,30.37289341,76.77223985
8192,1157920.00,CH 1157+920,81920.00,43N,670290.956,3361443.854,30.37294629,76.77215555
8193,1157930.00,CH 1157+930,81930.00,43N,670282.771,3361449.599,30.37299926,76.77207134
8194,1157940.00,CH 1157+940,81940.00,43N,670274.586,3361455.344,30.37305223,76.77198713
8195,1157950.00,CH 1157+950,81950.00,43N,670266.401,3361461.088,30.37310520,76.77190292
8196,1157960.00,CH 1157+960,81960.00,43N,670258.215,3361466.833,30.37315817,76.77181871
8197,1157970.00,CH 1157+970,81970.00,43N,670250.030,3361472.578,30.37321114,76.77173449
8198,1157980.00,CH 1157+980,81980.00,43N,670241.845,3361478.323,30.37326411,76.77165028
8199,1157990.00,CH 1157+990,81990.00,43N,670233.660,3361484.067,30.37331708,76.77156607
8200,1158000.00,CH 1158+000,82000.00,43N,670225.475,3361489.812,30.37337005,76.77148186
8201,1158010.00,CH 1158+010,82010.00,43N,670217.289,3361495.557,30.37342302,76.77139765
8202,1158020.00,CH 1158+020,82020.00,43N,670209.104,3361501.302,30.37347599,76.77131343
8203,1158030.00,CH 1158+030,82030.00,43N,670200.919,3361507.046,30.37352897,76.77122922
8204,1158040.00,CH 1158+040,82040.00,43N,670192.734,3361512.791,30.37358194,76.77114501
8205,1158050.00,CH 1158+050,82050.00,43N,670184.548,3361518.536,30.37363491,76.77106080
8206,1158060.00,CH 1158+060,82060.00,43N,670176.363,3361524.281,30.37368788,76.77097658
8207,1158070.00,CH 1158+070,82070.00,43N,670168.178,3361530.025,30.37374085,76.77089237
8208,1158080.00,CH 1158+080,82080.00,43N,670159.993,3361535.770,30.37379382,76.77080816
8209,1158090.00,CH 1158+090,82090.00,43N,670151.807,3361541.515,30.37384679,76.77072394
8210,1158100.00,CH 1158+100,82100.00,43N,670143.622,3361547.260,30.37389976,76.77063973
8211,1158110.00,CH 1158+110,82110.00,43N,670135.437,3361553.004,30.37395273,76.77055552
8212,1158120.00,CH 1158+120,82120.00,43N,670127.296,3361558.811,30.37400626,76.77047177
8213,1158130.00,CH 1158+130,82130.00,43N,670119.165,3361564.632,30.37405990,76.77038813
8214,1158140.00,CH 1158+140,82140.00,43N,670111.033,3361570.453,30.37411355,76.77030449
8215,1158150.00,CH 1158+150,82150.00,43N,670102.902,3361576.273,30.37416719,76.77022085
8216,1158160.00,CH 1158+160,82160.00,43N,670094.770,3361582.094,30.37422084,76.77013720
8217,1158170.00,CH 1158+170,82170.00,43N,670086.639,3361587.914,30.37427449,76.77005356
8218,1158180.00,CH 1158+180,82180.00,43N,670078.507,3361593.735,30.37432813,76.76996992
8219,1158190.00,CH 1158+190,82190.00,43N,670070.375,3361599.555,30.37438178,76.76988628
8220,1158200.00,CH 1158+200,82200.00,43N,670062.170,3361605.269,30.37443447,76.76980185
8221,1158210.00,CH 1158+210,82210.00,43N,670053.814,3361610.762,30.37448519,76.76971582
8222,1158220.00,CH 1158+220,82220.00,43N,670045.458,3361616.255,30.37453592,76.76962979
8223,1158230.00,CH 1158+230,82230.00,43N,670037.102,3361621.748,30.37458664,76.76954375
8224,1158240.00,CH 1158+240,82240.00,43N,670028.746,3361627.241,30.37463737,76.76945772
8225,1158250.00,CH 1158+250,82250.00,43N,670020.390,3361632.735,30.37468809,76.76937169
8226,1158260.00,CH 1158+260,82260.00,43N,670012.034,3361638.228,30.37473882,76.76928565
8227,1158270.00,CH 1158+270,82270.00,43N,670003.678,3361643.721,30.37478954,76.76919962
8228,1158280.00,CH 1158+280,82280.00,43N,669995.322,3361649.214,30.37484027,76.76911359
8229,1158290.00,CH 1158+290,82290.00,43N,669986.965,3361654.708,30.37489099,76.76902755
8230,1158300.00,CH 1158+300,82300.00,43N,669978.609,3361660.201,30.37494172,76.76894152
8231,1158310.00,CH 1158+310,82310.00,43N,669970.253,3361665.694,30.37499244,76.76885549
8232,1158320.00,CH 1158+320,82320.00,43N,669961.897,3361671.187,30.37504317,76.76876945
8233,1158330.00,CH 1158+330,82330.00,43N,669953.541,3361676.680,30.37509389,76.76868342
8234,1158340.00,CH 1158+340,82340.00,43N,669945.185,3361682.174,30.37514461,76.76859738
8235,1158350.00,CH 1158+350,82350.00,43N,669936.829,3361687.667,30.37519534,76.76851135
8236,1158360.00,CH 1158+360,82360.00,43N,669928.473,3361693.160,30.37524606,76.76842532
8237,1158370.00,CH 1158+370,82370.00,43N,669920.117,3361698.653,30.37529679,76.76833928
8238,1158380.00,CH 1158+380,82380.00,43N,669911.760,3361704.146,30.37534751,76.76825325
8239,1158390.00,CH 1158+390,82390.00,43N,669903.404,3361709.640,30.37539824,76.76816721
8240,1158400.00,CH 1158+400,82400.00,43N,669895.048,3361715.133,30.37544896,76.76808118
8241,1158410.00,CH 1158+410,82410.00,43N,669886.692,3361720.626,30.37549968,76.76799514
8242,1158420.00,CH 1158+420,82420.00,43N,669878.336,3361726.119,30.37555041,76.76790911
8243,1158430.00,CH 1158+430,82430.00,43N,669869.980,3361731.613,30.37560113,76.76782308
8244,1158440.00,CH 1158+440,82440.00,43N,669861.624,3361737.106,30.37565186,76.76773704
8245,1158450.00,CH 1158+450,82450.00,43N,669853.268,3361742.599,30.37570258,76.76765101
8246,1158460.00,CH 1158+460,82460.00,43N,669844.912,3361748.092,30.37575330,76.76756497
8247,1158470.00,CH 1158+470,82470.00,43N,669836.555,3361753.585,30.37580403,76.76747894
8248,1158480.00,CH 1158+480,82480.00,43N,669828.199,3361759.079,30.37585475,76.76739290
8249,1158490.00,CH 1158+490,82490.00,43N,669819.843,3361764.572,30.37590547,76.76730687
8250,1158500.00,CH 1158+500,82500.00,43N,669811.487,3361770.065,30.37595620,76.76722083
8251,1158510.00,CH 1158+510,82510.00,43N,669803.131,3361775.558,30.37600692,76.76713479
8252,1158520.00,CH 1158+520,82520.00,43N,669794.775,3361781.051,30.37605764,76.76704876
8253,1158530.00,CH 1158+530,82530.00,43N,669786.419,3361786.545,30.37610837,76.76696272
8254,1158540.00,CH 1158+540,82540.00,43N,669778.063,3361792.038,30.37615909,76.76687669
8255,1158550.00,CH 1158+550,82550.00,43N,669769.707,3361797.531,30.37620981,76.76679065
8256,1158560.00,CH 1158+560,82560.00,43N,669761.350,3361803.024,30.37626054,76.76670462
8257,1158570.00,CH 1158+570,82570.00,43N,669752.994,3361808.518,30.37631126,76.76661858
8258,1158580.00,CH 1158+580,82580.00,43N,669744.638,3361814.011,30.37636198,76.76653254
8259,1158590.00,CH 1158+590,82590.00,43N,669736.282,3361819.504,30.37641271,76.76644651
8260,1158600.00,CH 1158+600,82600.00,43N,669727.926,3361824.997,30.37646343,76.76636047
8261,1158610.00,CH 1158+610,82610.00,43N,669719.570,3361830.490,30.37651415,76.76627443
8262,1158620.00,CH 1158+620,82620.00,43N,669711.214,3361835.984,30.37656488,76.76618840
8263,1158630.00,CH 1158+630,82630.00,43N,669702.858,3361841.477,30.37661560,76.76610236
8264,1158640.00,CH 1158+640,82640.00,43N,669694.502,3361846.970,30.37666632,76.76601633
8265,1158650.00,CH 1158+650,82650.00,43N,669686.145,3361852.463,30.37671704,76.76593029
8266,1158660.00,CH 1158+660,82660.00,43N,669677.789,3361857.956,30.37676777,76.76584425
8267,1158670.00,CH 1158+670,82670.00,43N,669669.433,3361863.450,30.37681849,76.76575821
8268,1158680.00,CH 1158+680,82680.00,43N,669661.077,3361868.943,30.37686921,76.76567218
8269,1158690.00,CH 1158+690,82690.00,43N,669652.721,3361874.436,30.37691994,76.76558614
8270,1158700.00,CH 1158+700,82700.00,43N,669644.365,3361879.929,30.37697066,76.76550010
8271,1158710.00,CH 1158+710,82710.00,43N,669635.986,3361885.387,30.37702107,76.76541382
8272,1158720.00,CH 1158+720,82720.00,43N,669627.593,3361890.824,30.37707128,76.76532739
8273,1158730.00,CH 1158+730,82730.00,43N,669619.199,3361896.260,30.37712149,76.76524096
8274,1158740.00,CH 1158+740,82740.00,43N,669610.806,3361901.696,30.37717171,76.76515452
8275,1158750.00,CH 1158+750,82750.00,43N,669602.413,3361907.132,30.37722192,76.76506809
8276,1158760.00,CH 1158+760,82760.00,43N,669594.019,3361912.568,30.37727213,76.76498165
8277,1158770.00,CH 1158+770,82770.00,43N,669585.626,3361918.005,30.37732235,76.76489522
8278,1158780.00,CH 1158+780,82780.00,43N,669577.233,3361923.441,30.37737256,76.76480878
8279,1158790.00,CH 1158+790,82790.00,43N,669568.839,3361928.877,30.37742277,76.76472235
8280,1158800.00,CH 1158+800,82800.00,43N,669560.446,3361934.313,30.37747298,76.76463592
8281,1158810.00,CH 1158+810,82810.00,43N,669552.053,3361939.749,30.37752320,76.76454948
8282,1158820.00,CH 1158+820,82820.00,43N,669543.659,3361945.185,30.37757341,76.76446305
8283,1158830.00,CH 1158+830,82830.00,43N,669535.266,3361950.622,30.37762362,76.76437661
8284,1158840.00,CH 1158+840,82840.00,43N,669526.873,3361956.058,30.37767383,76.76429018
8285,1158850.00,CH 1158+850,82850.00,43N,669518.479,3361961.494,30.37772405,76.76420374
8286,1158860.00,CH 1158+860,82860.00,43N,669510.086,3361966.930,30.37777426,76.76411731
8287,1158870.00,CH 1158+870,82870.00,43N,669501.693,3361972.366,30.37782447,76.76403087
8288,1158880.00,CH 1158+880,82880.00,43N,669493.299,3361977.803,30.37787468,76.76394444
8289,1158890.00,CH 1158+890,82890.00,43N,669484.906,3361983.239,30.37792490,76.76385800
8290,1158900.00,CH 1158+900,82900.00,43N,669476.513,3361988.675,30.37797511,76.76377157
8291,1158910.00,CH 1158+910,82910.00,43N,669468.119,3361994.111,30.37802532,76.76368513
8292,1158920.00,CH 1158+920,82920.00,43N,669459.839,3361999.710,30.37807698,76.76359989
8293,1158930.00,CH 1158+930,82930.00,43N,669451.798,3362005.656,30.37813174,76.76351721
8294,1158940.00,CH 1158+940,82940.00,43N,669443.758,3362011.602,30.37818651,76.76343453
8295,1158950.00,CH 1158+950,82950.00,43N,669435.718,3362017.548,30.37824127,76.76335186
8296,1158960.00,CH 1158+960,82960.00,43N,669427.678,3362023.494,30.37829603,76.76326918
8297,1158970.00,CH 1158+970,82970.00,43N,669419.638,3362029.440,30.37835079,76.76318650
8298,1158980.00,CH 1158+980,82980.00,43N,669411.598,3362035.386,30.37840555,76.76310382
8299,1158990.00,CH 1158+990,82990.00,43N,669403.557,3362041.332,30.37846031,76.76302114
8300,1159000.00,CH 1159+000,83000.00,43N,669395.517,3362047.278,30.37851507,76.76293846
8301,1159010.00,CH 1159+010,83010.00,43N,669387.477,3362053.224,30.37856983,76.76285578
8302,1159020.00,CH 1159+020,83020.00,43N,669379.437,3362059.170,30.37862459,76.76277310
8303,1159030.00,CH 1159+030,83030.00,43N,669371.397,3362065.116,30.37867936,76.76269042
8304,1159040.00,CH 1159+040,83040.00,43N,669363.356,3362071.062,30.37873412,76.76260774
8305,1159050.00,CH 1159+050,83050.00,43N,669355.316,3362077.008,30.37878888,76.76252506
8306,1159060.00,CH 1159+060,83060.00,43N,669347.276,3362082.955,30.37884364,76.76244238
8307,1159070.00,CH 1159+070,83070.00,43N,669339.236,3362088.901,30.37889840,76.76235969
8308,1159080.00,CH 1159+080,83080.00,43N,669331.196,3362094.847,30.37895316,76.76227701
8309,1159090.00,CH 1159+090,83090.00,43N,669323.156,3362100.793,30.37900792,76.76219433
8310,1159100.00,CH 1159+100,83100.00,43N,669315.115,3362106.739,30.37906268,76.76211165
8311,1159110.00,CH 1159+110,83110.00,43N,669307.075,3362112.685,30.37911744,76.76202897
8312,1159120.00,CH 1159+120,83120.00,43N,669299.035,3362118.631,30.37917220,76.76194629
8313,1159130.00,CH 1159+130,83130.00,43N,669290.995,3362124.577,30.37922696,76.76186361
8314,1159140.00,CH 1159+140,83140.00,43N,669282.955,3362130.523,30.37928172,76.76178093
8315,1159150.00,CH 1159+150,83150.00,43N,669274.915,3362136.469,30.37933648,76.76169825
8316,1159160.00,CH 1159+160,83160.00,43N,669266.874,3362142.415,30.37939124,76.76161557
8317,1159170.00,CH 1159+170,83170.00,43N,669258.834,3362148.361,30.37944600,76.76153288
8318,1159180.00,CH 1159+180,83180.00,43N,669250.794,3362154.307,30.37950076,76.76145020
8319,1159190.00,CH 1159+190,83190.00,43N,669242.754,3362160.253,30.37955552,76.76136752
8320,1159200.00,CH 1159+200,83200.00,43N,669234.714,3362166.199,30.37961028,76.76128484
8321,1159210.00,CH 1159+210,83210.00,43N,669226.673,3362172.145,30.37966504,76.76120216
8322,1159220.00,CH 1159+220,83220.00,43N,669218.633,3362178.091,30.37971980,76.76111948
8323,1159230.00,CH 1159+230,83230.00,43N,669210.593,3362184.037,30.37977456,76.76103679
8324,1159240.00,CH 1159+240,83240.00,43N,669202.564,3362189.998,30.37982945,76.76095423
8325,1159250.00,CH 1159+250,83250.00,43N,669194.636,3362196.093,30.37988554,76.76087274
8326,1159260.00,CH 1159+260,83260.00,43N,669186.708,3362202.188,30.37994163,76.76079125
8327,1159270.00,CH 1159+270,83270.00,43N,669178.780,3362208.283,30.37999771,76.76070976
8328,1159280.00,CH 1159+280,83280.00,43N,669170.852,3362214.378,30.38005380,76.76062827
8329,1159290.00,CH 1159+290,83290.00,43N,669162.924,3362220.473,30.38010989,76.76054678
8330,1159300.00,CH 1159+300,83300.00,43N,669154.997,3362226.568,30.38016598,76.76046529
8331,1159310.00,CH 1159+310,83310.00,43N,669147.069,3362232.663,30.38022206,76.76038380
8332,1159320.00,CH 1159+320,83320.00,43N,669139.141,3362238.758,30.38027815,76.76030231
8333,1159330.00,CH 1159+330,83330.00,43N,669131.213,3362244.853,30.38033424,76.76022082
8334,1159340.00,CH 1159+340,83340.00,43N,669123.285,3362250.948,30.38039032,76.76013933
8335,1159350.00,CH 1159+350,83350.00,43N,669115.357,3362257.043,30.38044641,76.76005784
8336,1159360.00,CH 1159+360,83360.00,43N,669107.429,3362263.138,30.38050250,76.75997634
8337,1159370.00,CH 1159+370,83370.00,43N,669099.501,3362269.233,30.38055858,76.75989485
8338,1159380.00,CH 1159+380,83380.00,43N,669091.574,3362275.328,30.38061467,76.75981336
8339,1159390.00,CH 1159+390,83390.00,43N,669083.646,3362281.423,30.38067076,76.75973187
8340,1159400.00,CH 1159+400,83400.00,43N,669075.718,3362287.517,30.38072684,76.75965038
8341,1159410.00,CH 1159+410,83410.00,43N,669067.790,3362293.612,30.38078293,76.75956889
8342,1159420.00,CH 1159+420,83420.00,43N,669059.862,3362299.707,30.38083901,76.75948739
8343,1159430.00,CH 1159+430,83430.00,43N,669051.934,3362305.802,30.38089510,76.75940590
8344,1159440.00,CH 1159+440,83440.00,43N,669044.006,3362311.897,30.38095119,76.75932441
8345,1159450.00,CH 1159+450,83450.00,43N,669036.078,3362317.992,30.38100727,76.75924292
8346,1159460.00,CH 1159+460,83460.00,43N,669028.150,3362324.087,30.38106336,76.75916142
8347,1159470.00,CH 1159+470,83470.00,43N,669020.192,3362330.141,30.38111908,76.75907961
8348,1159480.00,CH 1159+480,83480.00,43N,669012.146,3362336.080,30.38117378,76.75899687
8349,1159490.00,CH 1159+490,83490.00,43N,669004.101,3362342.019,30.38122847,76.75891413
8350,1159500.00,CH 1159+500,83500.00,43N,668996.055,3362347.958,30.38128317,76.75883139
8351,1159510.00,CH 1159+510,83510.00,43N,668988.010,3362353.897,30.38133786,76.75874865
